system:index,NDBI,NDVI,.geo
138,-0.38734177215189874,-0.07588532883642496,"{""type"":""Point"",""coordinates"":[77.34175110671131,23.242650509914217]}"
139,0.14191297962181018,0.25560779046339827,"{""type"":""Point"",""coordinates"":[77.40336736141953,23.2606458396494]}"
140,0.09864188706218728,0.32841717145114563,"{""type"":""Point"",""coordinates"":[77.4499204417048,23.326036338428974]}"
141,0.018095238095238095,0.38705771559262747,"{""type"":""Point"",""coordinates"":[77.35962614362545,23.23329785809351]}"
142,-0.20824742268041238,0.5740934188927026,"{""type"":""Point"",""coordinates"":[77.50431518545051,23.266582965080268]}"
143,0.11098642127707328,0.12929436920883822,"{""type"":""Point"",""coordinates"":[77.4120297409814,23.18751694996197]}"
144,-0.05595026642984014,0.46248462484624847,"{""type"":""Point"",""coordinates"":[77.45062634855424,23.31099789250401]}"
145,0.004270283848279327,0.338510889751815,"{""type"":""Point"",""coordinates"":[77.47359899233592,23.253239704607704]}"
146,0.11186249647788109,0.18126171143035602,"{""type"":""Point"",""coordinates"":[77.39973103062272,23.20503904702001]}"
147,0.1725598136777472,0.20116797295220532,"{""type"":""Point"",""coordinates"":[77.45004899516623,23.263835582537762]}"
148,0.08398681668371406,0.10004094445202676,"{""type"":""Point"",""coordinates"":[77.39979750590184,23.259819734821175]}"
149,0.11650853889943075,0.3174872665534805,"{""type"":""Point"",""coordinates"":[77.49841772787302,23.288741893249284]}"
150,-0.14645205168895942,0.6496493231120535,"{""type"":""Point"",""coordinates"":[77.47651630180862,23.245785778080293]}"
151,-0.04859773067865553,0.44398584905660377,"{""type"":""Point"",""coordinates"":[77.41190597879391,23.31838328895534]}"
152,-0.21129943502824858,0.5296803652968036,"{""type"":""Point"",""coordinates"":[77.4613256161797,23.29799701077938]}"
153,0.07659313725490197,0.1872373949579832,"{""type"":""Point"",""coordinates"":[77.46235043078016,23.26683541942202]}"
154,0.02737905369484317,0.3755639097744361,"{""type"":""Point"",""coordinates"":[77.3968157688026,23.256250638139136]}"
155,-0.06173324173127883,0.30149181905678535,"{""type"":""Point"",""coordinates"":[77.46828564239712,23.273672527230637]}"
156,-0.017941091816175765,0.20953032375740993,"{""type"":""Point"",""coordinates"":[77.4370288099389,23.19131696906574]}"
157,-0.25280898876404495,-0.24085106382978724,"{""type"":""Point"",""coordinates"":[77.3615277857224,23.245858839857505]}"
158,-0.05201738050900062,0.5871886120996441,"{""type"":""Point"",""coordinates"":[77.45045857119958,23.22360689106261]}"
159,0.0643023798413439,0.2036014405762305,"{""type"":""Point"",""coordinates"":[77.36530948752011,23.270867646142964]}"
160,0.010108716383749761,0.35509138381201044,"{""type"":""Point"",""coordinates"":[77.39686043090704,23.29164815933177]}"
161,0.028943235360107695,0.24690290982425814,"{""type"":""Point"",""coordinates"":[77.41324867378978,23.227914058771745]}"
162,0.0630759453447728,0.2934854134678658,"{""type"":""Point"",""coordinates"":[77.4394721513332,23.192601895573976]}"
163,0.0319495761790915,0.39930882814954444,"{""type"":""Point"",""coordinates"":[77.48566090769788,23.24107555664662]}"
164,0.012832263978001834,0.43552149283572145,"{""type"":""Point"",""coordinates"":[77.40265852830531,23.346552347923083]}"
165,0.04953291331740169,0.16016971625563511,"{""type"":""Point"",""coordinates"":[77.4755521435779,23.270726580073053]}"
166,0.04647902512671196,0.44618907425580634,"{""type"":""Point"",""coordinates"":[77.47733363424916,23.207099748877578]}"
167,0.009042602778036729,0.26262026368927427,"{""type"":""Point"",""coordinates"":[77.43102984883062,23.18899117782881]}"
168,0.0511854103343465,0.2627831715210356,"{""type"":""Point"",""coordinates"":[77.48787746717518,23.23072419941332]}"
